mission_rate,arm,policy,layout_id,seed,missions_total,missions_completed,unfinished_at_cap,miss_rate,mean_charge_delay_min,p95_charge_delay_min,f12_Z,f12_cmax_term,f12_energy_term,f12_tardy_term,safety_violations,gate_binding_rate,mean_on_pad_queue_length,charge_sessions
0.5,distributed,ours_f9_priority_insertion,4,30,493,493,0,0.0,1.1598240469208212,2.0,2.252186727665303,1.001,1.251186727665303,0.0,0,0.2657894736842105,0.1008991008991009,682
0.7,concentrated,ours_f9_priority_insertion,0,1,677,677,0,0.0,1.3495145631067962,2.0,2.76215865066749,1.0,1.76215865066749,0.0,0,0.0,0.0,618
0.7,concentrated,ours_f9_priority_insertion,0,2,698,698,0,0.0,1.3771251931993818,2.0,2.7583270743866377,1.0,1.758327074386638,0.0,0,0.0,0.0,647
0.7,concentrated,ours_f9_priority_insertion,0,3,704,704,0,0.0,1.401854714064915,2.0,2.747153077313459,0.999,1.7481530773134593,0.0,0,0.0,0.0,647
0.7,concentrated,ours_f9_priority_insertion,0,4,732,732,0,0.0,1.3950995405819295,2.0,2.7522784129398037,1.001,1.7512784129398038,0.0,0,0.0,0.000999000999000999,653
0.7,concentrated,ours_f9_priority_insertion,0,5,670,670,0,0.0,1.3973727422003284,2.0,2.7447896549010693,1.0,1.7447896549010693,0.0,0,0.0,0.0,609
0.7,concentrated,ours_f9_priority_insertion,0,6,749,749,0,0.0,1.364963503649635,2.0,2.7657872228744997,1.002,1.7637872228744997,0.0,0,0.0,0.0,685
0.7,concentrated,ours_f9_priority_insertion,1,7,660,660,0,0.0,1.3028720626631853,2.0,2.740247852478084,1.003,1.7372478524780837,0.0,0,0.0,0.0,766
0.7,concentrated,ours_f9_priority_insertion,1,8,668,668,0,0.0,1.3067400275103163,2.0,2.704994502976247,1.001,1.703994502976247,0.0,0,0.0,0.0,727
0.7,concentrated,ours_f9_priority_insertion,1,9,696,696,0,0.0,1.3216520650813517,2.0,2.7466739911099363,1.001,1.7456739911099364,0.0,0,0.0,0.0,799
0.7,concentrated,ours_f9_priority_insertion,1,10,727,727,0,0.0,1.3470873786407767,2.0,2.746438733143005,1.001,1.745438733143005,0.0,0,0.0,0.000999000999000999,824
0.7,concentrated,ours_f9_priority_insertion,1,11,714,714,0,0.0,1.3162393162393162,2.0,2.7660163382676273,1.002,1.7640163382676273,0.0,0,0.0,0.0,819
0.7,concentrated,ours_f9_priority_insertion,1,12,654,654,0,0.0,1.3095238095238095,2.0,2.738026816095852,1.001,1.737026816095852,0.0,0,0.0,0.0,756
0.7,concentrated,ours_f9_priority_insertion,2,13,706,706,0,0.0,1.3646723646723646,2.0,2.7477320245282684,1.002,1.7457320245282686,0.0,0,0.0,0.0,702
0.7,concentrated,ours_f9_priority_insertion,2,14,724,724,0,0.0,1.3502747252747254,2.0,2.7497554783445937,1.002,1.7477554783445939,0.0,0,0.0,0.0,728
